fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
6.8,0.204,0.327,2.55,0.042,36.5,112.0,0.99145,3.1,0.61,10.86,white,7
6.1,0.217,0.4,1.43,0.031,36.5,108.0,0.98888,3.13,0.48,12.63,white,6
7.6,0.218,0.382,1.84,0.037,58.0,174.5,0.99092,3.15,0.62,12.45,white,8
7.0,0.312,0.412,3.24,0.025,44.5,116.0,0.99004,3.32,0.39,12.79,white,9
7.0,0.361,0.25,1.06,0.042,7.0,112.0,0.99173,2.99,0.31,10.42,white,4
7.3,0.384,0.353,3.18,0.069,18.0,49.5,0.9957,3.39,0.85,13.1,red,8
6.9,0.246,0.375,1.37,0.035,24.0,103.5,0.99005,3.04,0.39,11.61,white,6
6.7,0.212,0.322,1.32,0.052,22.0,199.0,0.99186,3.34,0.44,11.29,white,6
7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,red,6
7.6,0.244,0.34,18.11,0.048,42.5,171.0,0.99978,3.01,0.49,9.11,white,6
6.6,0.359,0.084,2.6,0.073,13.5,24.5,0.99525,3.41,0.69,10.35,red,7
9.8,0.37,0.726,4.29,0.049,18.5,121.5,0.99652,3.05,0.59,10.08,white,4
7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,white,6
5.6,0.712,0.042,1.57,0.045,18.0,87.5,0.99179,3.54,0.82,13.32,red,8
6.7,0.223,0.367,14.73,0.04,65.0,159.5,0.9981,3.06,0.43,9.44,white,5
9.0,0.365,0.419,3.96,0.105,9.5,20.0,0.99575,3.24,0.68,12.06,red,7
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,red,6
7.6,0.397,0.297,4.74,0.023,38.5,118.5,0.99046,3.1,0.47,12.96,white,7
7.8,0.272,0.346,2.55,0.041,9.0,101.5,0.99365,3.04,0.73,11.28,white,4
8.4,0.212,0.413,2.23,0.051,24.5,109.0,0.994,2.88,0.44,9.61,white,5
6.3,0.38,0.174,8.28,0.085,41.5,206.0,0.99794,3.49,0.68,9.32,white,4
7.5,0.278,0.593,11.66,0.046,59.5,167.0,0.99808,3.16,0.47,8.87,white,4
7.2,0.204,0.36,6.54,0.052,41.0,133.5,0.99345,3.15,0.46,11.05,white,8
7.1,0.176,0.303,4.89,0.034,16.0,95.5,0.99244,3.13,0.54,11.32,white,7
6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,white,7
6.3,0.169,0.34,1.44,0.033,50.0,117.5,0.99067,3.42,0.56,11.96,white,8
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,red,6
6.1,0.31,0.275,4.16,0.035,41.5,106.5,0.98985,3.18,0.58,12.8,white,8
5.9,0.245,0.24,7.86,0.033,28.0,130.5,0.99446,3.38,0.34,10.4,white,7
6.4,0.2,0.32,3.1,0.041,18.0,126.0,0.9914,3.43,0.42,12.0,white,6
5.9,0.252,0.313,1.33,0.032,39.5,110.5,0.98875,3.08,0.64,12.9,white,7
6.3,0.314,0.347,1.65,0.051,16.0,196.5,0.99424,3.43,0.47,10.33,white,4
8.1,0.848,0.0,3.04,0.089,8.0,23.5,0.99743,3.3,0.51,9.71,red,5
7.1,0.12,0.3,3.09,0.018,15.0,37.0,0.99004,3.02,0.52,11.9,white,7
5.8,0.195,0.395,1.22,0.045,20.0,80.0,0.99209,3.21,0.48,10.14,white,6
8.9,0.48,0.24,2.85,0.094,35.0,106.0,0.9982,3.1,0.53,9.2,red,5
7.4,0.231,0.74,14.84,0.046,55.0,169.5,0.99853,3.02,0.43,8.95,white,5
9.6,0.445,0.477,2.59,0.074,9.0,15.0,0.99715,3.34,0.62,11.78,red,6
8.2,0.791,0.191,4.57,0.12,3.5,15.5,0.99851,3.32,0.55,9.62,red,3
9.4,0.245,0.362,13.05,0.046,28.0,142.0,0.99839,3.08,0.54,10.09,white,3
10.3,0.461,0.643,2.91,0.09,11.0,27.0,0.99687,3.19,0.77,12.16,red,7
7.5,0.244,0.307,1.2,0.035,25.5,77.0,0.99207,3.05,0.68,10.5,white,5
6.1,0.263,0.332,2.42,0.048,32.5,113.5,0.99282,3.3,0.54,10.2,white,4
7.3,0.186,0.246,1.41,0.049,33.0,106.5,0.99383,3.53,0.65,10.5,white,7
7.1,0.218,0.254,2.34,0.037,19.5,98.0,0.99403,3.36,0.6,10.17,white,4
7.5,0.284,0.379,6.99,0.043,30.0,155.0,0.99546,3.4,0.62,10.79,white,7
7.6,1.139,0.006,3.99,0.093,5.5,13.5,0.99727,3.59,0.53,10.78,red,3
7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,white,6
8.0,0.36,0.43,10.1,0.053,29.0,146.0,0.9982,3.4,0.46,9.5,white,6
7.6,0.306,0.293,8.36,0.031,33.0,104.0,0.99178,2.94,0.41,12.36,white,6
10.2,0.28,0.397,1.68,0.075,7.5,25.0,0.9971,3.24,0.91,11.03,red,7
5.7,0.256,0.251,10.15,0.024,8.5,61.0,0.99401,3.36,0.36,10.57,white,5
6.6,0.217,0.258,17.53,0.047,43.0,140.5,1.00008,3.3,0.37,8.77,white,5
5.5,0.19,0.209,1.5,0.042,66.5,142.5,0.9934,3.33,0.43,9.05,white,5
7.5,0.177,0.328,2.21,0.054,25.0,110.5,0.99225,3.19,0.85,11.54,white,7
6.9,0.192,0.319,1.59,0.038,37.0,135.0,0.99144,3.31,0.55,11.29,white,8
9.6,0.908,0.157,3.07,0.094,9.0,64.0,0.99969,3.4,0.62,11.21,red,4
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,white,6
6.6,0.39,0.39,11.9,0.057,51.0,221.0,0.99851,3.26,0.51,8.9,white,6
6.3,0.35,0.233,7.9,0.059,17.0,115.0,0.9939,3.11,0.34,10.41,white,4
7.1,0.279,0.462,2.58,0.029,36.0,114.0,0.9902,3.35,0.41,12.86,white,9
6.6,0.24,0.348,7.04,0.031,36.5,135.0,0.99358,3.19,0.37,10.51,white,5
5.4,0.24,0.18,2.3,0.05,22.0,145.0,0.99207,3.24,0.46,10.3,white,5
6.1,0.23,0.27,1.81,0.045,40.5,163.5,0.99364,3.59,0.6,10.17,white,7
7.5,0.327,0.35,4.97,0.026,25.5,99.5,0.99242,3.33,0.55,11.65,white,9
6.6,0.331,0.057,1.76,0.036,51.5,142.5,0.99253,3.18,0.41,9.89,white,5
7.2,0.278,0.49,3.54,0.046,37.0,139.5,0.99384,2.96,0.4,9.49,white,6
7.7,0.329,0.379,6.43,0.024,47.0,120.5,0.99229,3.25,0.39,11.91,white,9
7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,red,5
6.4,0.22,0.555,14.6,0.054,26.0,155.5,0.99809,2.97,0.39,9.15,white,5
5.8,0.29,0.38,10.7,0.038,49.0,136.0,0.99366,3.11,0.59,11.2,white,6
8.6,0.397,0.322,2.36,0.064,8.0,22.5,0.99592,3.32,0.7,11.45,red,7
6.4,0.476,0.385,1.23,0.024,29.0,82.5,0.98983,3.29,0.42,12.58,white,8
6.9,0.286,0.289,1.5,0.05,24.0,176.5,0.9937,3.3,0.55,9.95,white,4
7.9,0.681,0.028,3.18,0.083,9.5,25.5,0.99777,3.38,0.48,9.38,red,4
7.4,0.27,0.715,12.44,0.042,42.0,151.5,0.99803,3.01,0.39,8.74,white,5
7.5,0.235,0.378,2.2,0.041,6.0,86.0,0.9912,3.06,0.47,11.62,white,4
5.8,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,white,5
7.3,0.24,0.373,13.61,0.054,41.5,196.5,0.99827,3.01,0.47,8.94,white,7
7.3,0.189,0.268,13.92,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,white,8
7.7,0.394,0.276,5.02,0.033,34.5,105.5,0.99177,3.2,0.6,12.24,white,7
6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.99054,3.19,0.27,12.8,white,7
5.4,0.229,0.349,1.11,0.037,17.5,68.0,0.99173,3.23,0.53,10.16,white,6
6.0,0.36,0.06,1.4,0.066,27.0,128.0,0.9934,3.26,0.55,9.3,white,5
6.7,0.345,0.18,1.67,0.052,53.5,177.0,0.9934,3.13,0.47,9.35,white,5
8.0,0.237,0.319,0.89,0.034,4.5,47.5,0.99114,3.01,0.35,10.82,white,4
6.4,0.16,0.37,1.5,0.037,27.0,109.0,0.99345,3.38,0.5,9.8,white,6
6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,white,4
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.99897,3.14,0.46,8.9,white,8
7.2,0.32,0.357,1.31,0.037,13.0,142.5,0.99249,3.07,0.53,9.73,white,5
6.6,0.184,0.377,1.81,0.029,42.5,107.5,0.99131,3.3,0.44,11.23,white,8
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,white,6
7.1,0.377,0.215,10.19,0.1,15.5,108.5,0.99667,3.02,0.5,9.36,white,5
8.4,0.711,0.236,1.96,0.078,13.0,34.0,0.99679,3.34,0.52,9.22,red,5
6.6,0.255,0.278,2.13,0.033,36.5,112.0,0.99171,3.35,0.59,11.13,white,7
8.7,0.264,0.333,9.8,0.037,50.5,221.5,0.99686,3.07,0.43,10.53,white,6
5.8,0.267,0.327,1.75,0.038,46.0,104.5,0.99011,3.24,0.92,11.9,white,7
8.4,0.661,0.59,1.74,0.478,10.5,59.5,0.99642,3.02,1.2,9.26,red,5
7.0,0.174,0.315,1.05,0.041,20.5,74.0,0.99208,3.32,0.4,10.94,white,7
9.2,0.702,0.337,3.36,0.159,4.5,15.0,0.99894,3.24,0.59,9.03,red,3
8.0,0.319,0.409,2.08,0.068,4.0,14.5,0.99614,3.2,1.04,10.58,red,8
7.5,0.333,0.512,13.36,0.058,56.0,192.0,0.99879,3.15,0.51,8.83,white,4
7.2,0.242,0.411,14.08,0.057,47.5,188.0,0.99786,3.0,0.49,9.1,white,7
7.6,0.312,0.364,3.34,0.029,24.0,99.5,0.99068,3.05,0.32,12.18,white,8
7.8,0.602,0.055,1.97,0.092,11.0,29.5,0.99701,3.34,0.6,9.89,red,5
6.7,0.324,0.293,3.56,0.033,18.5,80.0,0.9905,3.3,0.63,12.6,white,7
6.8,0.21,0.287,11.24,0.038,44.0,134.5,0.99623,3.07,0.51,9.87,white,7
6.8,0.352,0.305,2.39,0.022,24.5,88.5,0.99031,3.39,0.6,12.21,white,9
7.7,0.503,0.3,2.02,0.081,25.0,67.0,0.99763,3.41,0.67,9.11,red,5
8.1,0.314,0.256,5.93,0.034,36.0,100.5,0.99167,2.94,0.26,12.14,white,6
5.9,0.318,0.325,4.26,0.03,36.0,109.5,0.99018,3.28,0.6,12.69,white,6
8.4,0.303,0.396,1.36,0.045,9.0,96.0,0.99503,3.16,0.54,9.76,white,4
5.9,0.392,0.092,1.76,0.036,48.5,145.5,0.99145,3.22,0.35,11.09,white,5
7.0,0.246,0.273,3.84,0.03,36.5,120.5,0.99352,3.21,0.68,10.85,white,7
9.0,0.4,0.374,4.37,0.034,8.0,78.0,0.99484,3.01,0.54,10.19,white,3
8.2,0.38,0.49,13.6,0.042,58.0,166.0,0.99855,3.1,0.54,9.4,white,5
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,white,6
6.4,0.3,0.27,4.59,0.056,20.0,140.0,0.99235,3.23,0.46,12.2,white,6
6.6,0.243,0.339,13.7,0.055,41.0,171.5,0.99653,3.22,0.5,10.4,white,3
6.8,0.559,0.391,11.79,0.081,21.0,112.0,0.99686,3.15,0.41,9.45,white,5
6.3,0.267,0.382,1.8,0.034,21.0,116.0,0.98944,3.12,0.42,12.51,white,7
6.6,0.254,0.336,3.03,0.035,35.5,96.0,0.99017,3.19,0.58,12.66,white,8
6.1,0.19,0.328,2.44,0.044,98.5,172.5,0.99079,3.28,0.81,11.66,white,8
6.0,0.337,0.307,2.33,0.032,35.5,136.5,0.98902,3.37,0.41,12.96,white,7
7.2,0.69,0.0,2.39,0.074,6.5,17.0,0.99755,3.49,0.51,9.24,red,5
7.1,0.378,0.381,8.72,0.037,39.0,131.0,0.99183,3.03,0.31,12.47,white,8
6.6,0.217,0.28,11.72,0.05,55.0,134.0,0.99502,3.2,0.36,10.77,white,6
7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,white,6
7.1,0.47,0.24,6.0,0.044,11.0,77.0,0.9956,3.21,0.56,9.7,white,5
6.5,0.363,0.182,1.22,0.045,17.5,88.5,0.99273,3.22,0.47,10.0,white,4
6.9,0.179,0.283,3.63,0.034,14.5,103.5,0.9931,3.24,0.52,10.4,white,8
8.9,0.487,0.447,2.93,0.09,37.5,113.0,0.99781,3.12,0.59,9.27,red,5
7.1,0.407,0.362,7.08,0.033,33.0,127.5,0.99231,3.19,0.4,12.32,white,7
6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,white,6
7.9,0.346,0.5,14.17,0.04,60.0,185.0,0.99841,3.08,0.57,9.45,white,5
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,red,7
7.9,0.58,0.243,2.49,0.073,22.5,98.5,0.99696,3.21,0.57,9.47,red,6
6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,white,6
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,white,5
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,red,6
5.9,0.3,0.269,8.14,0.032,10.0,68.0,0.99369,3.35,0.38,10.61,white,5
6.9,0.28,0.313,3.35,0.043,29.0,160.5,0.99122,3.26,0.44,12.12,white,8
6.6,0.341,0.28,1.96,0.025,61.5,110.5,0.9899,3.45,0.61,12.67,white,8
8.5,0.916,0.12,1.87,0.077,7.0,32.5,0.99626,3.3,0.45,9.66,red,4
6.2,0.381,0.176,7.86,0.09,35.0,201.0,0.99782,3.51,0.69,9.27,white,4
6.5,0.228,0.286,2.07,0.039,38.0,115.5,0.99169,3.38,0.6,11.27,white,7
6.1,0.341,0.236,4.86,0.05,36.5,150.0,0.99306,3.35,0.49,10.88,white,5
8.5,0.199,0.298,1.05,0.029,29.0,88.5,0.99242,2.84,0.35,10.22,white,4
6.6,0.184,0.321,1.46,0.044,34.5,118.0,0.99091,3.05,0.47,10.68,white,6
8.1,0.397,0.449,2.33,0.095,42.0,130.0,0.99793,3.34,1.01,9.78,red,5
7.1,0.408,0.263,0.95,0.046,7.0,115.0,0.99194,3.01,0.33,10.34,white,4
7.3,0.486,0.32,5.41,0.043,18.0,105.0,0.9953,3.25,0.45,10.67,white,4
6.6,0.24,0.334,17.0,0.042,41.0,159.5,0.99972,3.31,0.44,9.26,white,6
7.5,0.15,0.463,1.26,0.041,26.5,104.0,0.993,3.15,0.74,10.44,white,6
6.8,0.203,0.339,1.5,0.044,25.0,91.5,0.99,3.13,0.47,12.16,white,7
6.9,0.339,0.372,3.77,0.021,51.5,117.5,0.98992,3.3,0.37,12.75,white,9
7.7,0.34,0.3,8.0,0.048,25.0,192.0,0.9951,2.97,0.47,10.9,white,5
8.5,0.325,0.393,2.81,0.089,15.5,37.0,0.99479,3.28,0.75,12.33,red,7
6.7,0.268,0.747,8.19,0.042,27.5,204.5,0.99514,3.07,0.44,10.0,white,6
9.6,0.394,0.529,3.86,0.128,3.5,14.5,0.99609,3.19,0.59,13.24,red,6
6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.99394,3.16,0.4,9.9,white,6
11.1,0.585,0.659,4.94,0.085,6.0,18.5,0.99853,3.21,0.72,13.21,red,8
6.6,0.3,0.326,2.27,0.046,18.0,106.0,0.99011,3.16,0.54,12.6,white,6
6.7,0.486,0.14,2.03,0.067,11.5,20.5,0.99441,3.41,0.74,11.26,red,6
6.3,0.313,0.294,3.01,0.037,27.0,126.5,0.99088,3.31,0.53,12.05,white,7
10.5,0.291,0.503,1.96,0.076,8.5,23.0,0.99835,3.22,0.88,9.83,red,6
6.9,0.345,0.4,13.75,0.049,32.0,214.0,0.99908,3.15,0.5,8.86,white,7
7.6,0.289,0.611,11.84,0.046,64.5,179.0,0.9981,3.08,0.47,8.87,white,5
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,white,7
6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.9982,3.14,0.48,8.5,white,6
7.2,0.39,0.378,7.28,0.059,42.5,172.0,0.99593,3.11,0.53,9.31,white,5
6.6,0.211,0.289,5.37,0.029,43.0,106.0,0.99109,2.93,0.43,11.51,white,7
11.6,0.361,0.514,1.55,0.079,20.0,37.5,0.99714,3.07,0.73,10.16,red,7
6.2,0.66,0.478,1.22,0.029,29.0,74.5,0.98918,3.33,0.39,12.8,white,8
6.3,0.15,0.274,5.67,0.044,51.5,158.5,0.99505,3.55,0.38,10.53,white,6
6.5,0.172,0.402,1.33,0.045,38.0,115.5,0.99037,3.14,0.72,11.6,white,7
5.9,0.286,0.281,1.94,0.038,21.0,112.0,0.98958,3.34,0.42,12.59,white,7
9.8,0.633,0.416,1.76,0.082,11.5,43.5,0.99762,3.21,0.58,10.4,red,4
7.0,0.206,0.307,2.32,0.038,24.0,122.5,0.9938,3.33,0.62,10.16,white,4
6.9,0.3,0.351,2.99,0.037,11.0,167.5,0.99131,3.09,0.54,11.98,white,6
8.1,0.306,0.386,7.06,0.03,26.5,109.0,0.9941,3.28,0.52,11.19,white,9
7.2,0.171,0.413,1.59,0.053,25.0,128.5,0.99229,3.2,0.49,10.82,white,5
5.6,0.28,0.4,6.1,0.034,36.0,118.0,0.99144,3.21,0.43,12.1,white,7
7.0,0.241,0.352,18.11,0.047,45.0,162.0,1.00002,3.32,0.41,9.12,white,5
5.8,0.12,0.21,1.3,0.056,35.0,121.0,0.9908,3.32,0.33,11.4,white,6
5.9,0.394,0.25,2.89,0.04,37.5,149.5,0.99158,3.35,0.55,11.08,white,6
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,white,7
6.7,0.346,0.285,2.28,0.025,58.0,102.5,0.98999,3.4,0.6,12.6,white,8
6.0,0.281,0.49,6.81,0.048,61.0,222.0,0.99528,3.19,0.47,9.3,white,5
7.7,0.193,0.403,1.08,0.04,37.5,146.5,0.99077,2.98,0.42,11.57,white,5
7.7,0.305,0.232,2.07,0.068,28.5,136.5,0.99382,3.11,0.62,9.79,white,5
7.8,0.348,0.49,8.74,0.033,41.5,184.5,0.99323,3.14,0.38,12.38,white,8
6.7,0.28,0.282,1.68,0.036,12.5,78.5,0.99134,3.05,0.47,10.98,white,6
7.0,0.276,0.274,1.82,0.042,33.0,129.5,0.99279,3.4,0.54,10.76,white,8
7.4,0.2,0.389,5.57,0.041,51.0,152.0,0.99409,3.17,0.65,11.3,white,6
7.5,0.386,0.304,1.87,0.074,16.0,23.0,0.99392,3.23,0.7,11.66,red,8
7.1,0.347,0.282,2.02,0.082,31.5,68.5,0.99695,3.45,0.48,9.39,red,5
8.1,0.229,0.395,4.84,0.05,41.0,172.0,0.9941,3.2,0.42,11.23,white,5
9.3,0.768,0.206,2.13,0.078,9.0,37.0,0.99836,3.24,0.53,10.31,red,6
7.8,0.43,0.49,13.01,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,white,6
7.7,0.23,0.31,10.72,0.038,59.0,185.5,0.99689,3.12,0.55,9.49,white,6
7.1,0.452,0.296,14.79,0.026,25.0,143.0,0.99517,3.15,0.48,12.06,white,8
6.5,0.371,0.301,2.19,0.033,39.0,106.5,0.98892,3.22,0.53,13.5,white,7
7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,white,6
6.7,0.184,0.3,5.73,0.028,14.5,95.5,0.99324,3.19,0.5,10.65,white,8
7.1,0.255,0.259,2.22,0.033,13.5,55.0,0.9905,3.09,0.37,11.74,white,4
6.5,0.321,0.274,14.08,0.049,55.0,201.5,0.99775,3.18,0.44,9.49,white,5
6.9,0.415,0.193,14.79,0.041,57.5,197.5,0.99827,3.08,0.53,9.4,white,5
6.8,0.319,0.372,1.85,0.026,27.0,96.5,0.98992,3.39,0.53,12.61,white,9
6.9,0.189,0.285,3.37,0.036,14.5,102.0,0.99297,3.24,0.54,10.4,white,8
7.7,0.218,0.318,1.75,0.042,19.5,133.0,0.99337,3.1,0.71,10.23,white,5
6.2,0.316,0.461,4.9,0.034,35.0,107.0,0.99104,3.33,0.6,12.4,white,8
7.0,0.271,0.471,1.7,0.054,37.0,166.5,0.99623,3.62,0.52,9.55,white,4
6.9,0.108,0.324,5.52,0.054,55.0,137.0,0.99576,3.52,0.43,9.39,white,7
6.8,0.24,0.386,6.62,0.034,47.5,167.0,0.99134,3.08,0.36,12.71,white,6
7.2,0.21,0.599,1.69,0.08,52.5,157.0,0.99325,3.08,0.48,9.79,white,7
6.7,0.413,0.27,2.56,0.039,25.0,92.0,0.99061,3.08,0.41,11.3,white,6
6.8,0.41,0.336,9.54,0.047,28.5,151.0,0.99681,3.21,0.51,9.21,white,5
8.3,0.286,0.483,2.62,0.092,7.5,15.5,0.99434,3.26,0.63,12.31,red,7
12.2,0.474,0.543,2.49,0.082,20.5,61.0,0.99993,3.1,0.64,10.46,red,6
9.0,0.261,0.452,1.83,0.048,30.0,129.5,0.99435,3.04,0.44,9.91,white,5
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,red,5
7.4,0.192,0.348,17.09,0.051,39.0,192.5,0.99977,3.07,0.44,9.13,white,6
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,red,5
7.1,0.265,0.301,2.12,0.044,30.0,128.0,0.99348,3.36,0.62,10.87,white,8
6.4,0.145,0.436,1.18,0.043,66.0,149.0,0.99069,3.14,0.73,11.2,white,7
6.2,0.258,0.213,1.73,0.05,12.0,109.5,0.99325,3.27,0.6,9.77,white,4
7.5,0.71,0.039,2.47,0.073,11.5,19.0,0.99587,3.53,0.71,11.48,red,7
6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,white,6
7.8,0.293,0.361,6.99,0.042,38.0,161.5,0.99413,3.26,0.37,11.19,white,8
6.5,0.245,0.345,7.98,0.055,33.0,137.0,0.99433,3.31,0.48,10.76,white,3
6.6,0.34,0.4,8.1,0.046,68.0,170.0,0.99494,3.15,0.5,9.53333333333333,white,6
5.7,0.214,0.24,1.19,0.037,24.5,88.5,0.99047,3.31,0.53,11.3,white,6
6.4,0.293,0.269,4.25,0.035,43.5,111.5,0.99032,3.19,0.54,12.57,white,8
6.6,0.239,0.455,6.26,0.033,33.0,137.0,0.99313,3.37,0.36,11.28,white,8
7.0,0.22,0.32,1.6,0.045,40.0,120.0,0.9914,2.98,0.44,10.5,white,6
6.6,0.181,0.291,2.34,0.044,40.0,142.5,0.99169,3.36,0.51,11.52,white,7
6.5,0.21,0.315,6.83,0.028,15.0,86.5,0.99307,3.15,0.54,10.83,white,8
6.7,0.324,0.245,14.2,0.045,52.0,171.5,0.99882,3.19,0.55,8.94,white,6
7.7,0.734,0.047,1.99,0.086,7.5,28.0,0.99687,3.31,0.52,9.58,red,4
7.7,0.316,0.364,3.25,0.03,24.0,99.0,0.99072,3.05,0.32,12.16,white,8
8.5,0.267,0.463,7.97,0.034,29.0,120.5,0.9949,3.25,0.45,11.18,white,9
7.0,0.642,0.03,1.99,0.064,4.5,8.5,0.99499,3.35,0.45,10.62,red,4
5.9,0.271,0.319,2.23,0.033,31.5,102.5,0.98956,3.17,0.56,12.34,white,6
9.3,0.385,0.462,4.37,0.094,3.5,10.0,0.99618,3.27,0.64,12.22,red,7
6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,white,5
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98935,3.04,0.26,13.4,white,8
6.7,0.29,0.449,14.3,0.054,30.0,181.5,0.99868,3.14,0.57,9.1,white,5
6.0,0.299,0.276,4.49,0.031,51.0,127.5,0.98998,3.16,0.49,12.74,white,8
8.0,0.397,0.489,9.07,0.032,43.0,163.5,0.99305,3.15,0.32,12.52,white,8
6.8,0.33,0.358,0.86,0.044,16.0,89.5,0.99198,3.24,0.47,10.76,white,3
7.2,0.23,0.39,14.21,0.058,49.0,192.0,0.99792,2.98,0.48,9.01,white,7
7.6,0.632,0.249,2.19,0.081,16.0,88.5,0.99635,3.28,0.55,9.72,red,6
10.3,0.441,0.643,5.16,0.084,22.5,46.0,0.99811,3.24,0.93,12.01,red,7
5.9,0.161,0.257,4.98,0.045,30.0,116.5,0.99443,3.43,0.39,9.49,white,6
6.9,0.24,0.33,12.5,0.046,47.0,153.0,0.9983,3.28,0.77,9.6,white,6
7.7,0.326,0.381,6.61,0.025,46.0,121.0,0.9925,3.25,0.4,11.84,white,9
8.4,0.373,0.477,2.79,0.075,11.5,27.5,0.99611,3.29,0.78,12.66,red,8
7.0,0.588,0.176,5.19,0.074,24.0,175.0,0.99597,3.38,0.53,9.87,white,4
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,white,6
6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,white,5
6.7,0.136,0.324,1.92,0.035,15.0,80.0,0.99091,3.11,0.57,11.26,white,7
6.6,0.204,0.257,14.61,0.048,77.5,171.5,0.99741,3.14,0.38,9.76,white,5
6.3,0.225,0.251,8.29,0.034,34.0,111.0,0.99058,3.14,0.53,12.78,white,7
8.5,0.798,0.268,1.37,0.058,29.0,168.5,0.99575,3.12,0.48,9.93,white,4
7.9,0.35,0.21,1.9,0.073,46.0,102.0,0.9964,3.27,0.58,9.5,red,5
8.1,0.259,0.493,1.59,0.043,24.0,92.5,0.99153,3.18,0.39,12.47,white,6
7.5,0.198,0.295,14.14,0.056,51.5,203.0,0.99885,3.11,0.45,8.88,white,8
6.6,0.38,0.291,2.92,0.035,15.0,101.0,0.98913,3.04,0.37,12.5,white,6
6.9,0.38,0.38,13.1,0.112,14.0,94.0,0.99792,3.02,0.48,9.2,white,5
7.0,0.15,0.281,14.68,0.051,29.0,149.5,0.99791,2.96,0.39,9.0,white,7
10.5,0.324,0.475,2.12,0.071,8.0,18.0,0.99668,3.27,0.8,11.61,red,6
6.7,0.308,0.323,1.49,0.042,26.0,142.5,0.99339,3.18,0.67,9.96,white,6
7.0,0.197,0.311,1.61,0.037,35.0,130.5,0.99149,3.31,0.54,11.21,white,8
9.4,0.272,0.511,2.25,0.051,17.0,127.0,0.99595,3.1,0.63,10.04,white,4
9.6,0.342,0.641,9.63,0.045,25.5,132.0,0.99754,3.06,0.41,10.03,white,4
11.7,0.581,0.55,2.59,0.085,10.0,41.5,0.99959,3.15,0.71,10.87,red,6
7.2,0.337,0.206,8.33,0.048,43.0,167.5,0.99634,3.18,0.5,9.14,white,5
6.0,0.308,0.259,16.2,0.045,55.0,181.5,0.99831,3.27,0.45,9.45,white,5
6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,white,6
6.4,0.227,0.293,1.67,0.023,16.5,72.0,0.99076,3.09,0.47,11.07,white,6
6.1,0.3,0.308,2.13,0.035,46.5,155.0,0.9895,3.36,0.43,12.7,white,7
6.3,0.239,0.344,2.07,0.048,30.5,125.5,0.99296,3.29,0.55,10.14,white,4
7.8,0.229,0.42,14.48,0.043,49.0,169.5,1.00007,3.24,0.71,8.76,white,7
